Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Pressure,Condition
2017-01-16 22:00:00,45,36,71%,SE,3 mph,25.62 in,Fair
2017-01-16 23:00:00,43,36,76%,VAR,2 mph,25.62 in,Fair
2017-01-18 00:00:00,43,36,76%,ESE,3 mph,25.59 in,Fair
2017-01-17 01:00:00,41,36,81%,VAR,2 mph,25.59 in,Fair
2017-01-17 02:00:00,39,36,87%,CALM,0 mph,25.56 in,Fair
2017-01-17 03:00:00,37,34,87%,ESE,3 mph,25.56 in,Fog
2017-01-17 04:00:00,37,34,87%,E,3 mph,25.56 in,Fog
2017-01-18 05:00:00,36,34,93%,ESE,3 mph,25.56 in,Fog
2017-01-17 07:00:00,37,34,87%,VAR,2 mph,25.59 in,Fog
2017-01-17 08:00:00,36,34,93%,E,5 mph,25.62 in,Fog
2017-01-17 09:00:00,39,34,81%,VAR,2 mph,25.64 in,Fog
2017-01-17 10:00:00,45,39,81%,VAR,2 mph,25.67 in,Fog
2017-01-17 11:00:00,52,37,58%,SSE,2 mph,25.69 in,Haze
2017-01-17 12:00:00,57,37,48%,VAR,2 mph,25.67 in,Haze
2017-01-17 13:00:00,64,30,28%,VAR,2 mph,25.62 in,Fair
2017-01-17 14:00:00,64,32,30%,W,7 mph,25.59 in,Fair
2017-01-17 15:00:00,64,34,32%,W,9 mph,25.56 in,Fair
2017-01-17 16:00:00,63,36,37%,W,9 mph,25.59 in,Fair
2017-01-17 17:00:00,59,37,45%,W,8 mph,25.59 in,Fair
2017-01-17 18:00:00,55,37,51%,W,6 mph,25.59 in,Fair
2017-01-17 19:00:00,54,37,54%,WSW,5 mph,25.62 in,Fair
2017-01-17 20:00:00,50,39,66%,ESE,3 mph,25.64 in,Fair
2017-01-17 21:00:00,48,37,66%,ESE,2 mph,25.67 in,Fair
2017-01-17 22:00:00,46,36,66%,ESE,3 mph,25.69 in,Fair
2017-01-17 23:00:00,43,37,81%,VAR,2 mph,25.69 in,Fair
2017-01-19 00:00:00,43,36,76%,CALM,0 mph,25.67 in,Fair
2017-01-18 01:00:00,41,39,93%,CALM,0 mph,25.67 in,Fair
2017-01-18 02:00:00,43,37,81%,E,0 mph,25.67 in,Fair
2017-01-18 03:00:00,39,36,87%,VAR,2 mph,25.67 in,Fair
2017-01-18 04:00:00,37,36,93%,VAR,2 mph,25.67 in,Fair
2017-01-19 05:00:00,37,34,87%,ESE,3 mph,25.69 in,Fog
2017-01-18 07:00:00,36,34,93%,ESE,3 mph,25.69 in,Fog
2017-01-18 08:00:00,37,34,87%,CALM,0 mph,25.72 in,Fog
2017-01-18 09:00:00,39,36,87%,VAR,2 mph,25.74 in,Fog
2017-01-18 10:00:00,46,37,71%,CALM,0 mph,25.77 in,Fog
2017-01-18 11:00:00,52,39,62%,NW,1 mph,25.79 in,Haze
2017-01-18 12:00:00,57,37,48%,S,3 mph,25.77 in,Haze
2017-01-18 13:00:00,66,34,30%,W,3 mph,25.72 in,Fair
2017-01-18 14:00:00,68,30,24%,W,8 mph,25.67 in,Fair
2017-01-18 15:00:00,66,28,24%,WNW,9 mph,25.67 in,Fair
2017-01-18 16:00:00,66,32,28%,NNW,6 mph,25.67 in,Fair
2017-01-18 17:00:00,63,36,37%,WNW,5 mph,25.67 in,Fair
2017-01-18 18:00:00,57,43,59%,WNW,7 mph,25.72 in,Fair
2017-01-18 19:00:00,55,41,58%,SW,6 mph,25.72 in,Fair
2017-01-18 20:00:00,54,41,62%,SSE,3 mph,25.74 in,Fair
2017-01-18 21:00:00,48,39,71%,E,5 mph,25.74 in,Fair
2017-01-18 22:00:00,46,39,76%,VAR,2 mph,25.77 in,Fair
2017-01-18 23:00:00,45,37,76%,E,3 mph,25.77 in,Fair
2017-01-20 00:00:00,43,37,81%,VAR,2 mph,25.77 in,Fair
2017-01-19 01:00:00,41,37,87%,ESE,2 mph,25.74 in,Fair
2017-01-19 02:00:00,39,36,87%,E,3 mph,25.74 in,Fair
2017-01-19 03:00:00,39,36,87%,E,3 mph,25.74 in,Fair
2017-01-19 04:00:00,37,36,93%,E,5 mph,25.72 in,Fair
2017-01-20 05:00:00,37,36,93%,CALM,0 mph,25.74 in,Fair
2017-01-19 07:00:00,37,34,87%,VAR,2 mph,25.74 in,Fair
2017-01-19 08:00:00,37,34,87%,E,3 mph,25.74 in,Fog
2017-01-19 09:00:00,41,36,81%,CALM,0 mph,25.77 in,Fog
2017-01-19 10:00:00,48,39,71%,CALM,0 mph,25.79 in,Fog
2017-01-19 11:00:00,54,39,58%,VAR,2 mph,25.79 in,Haze
2017-01-19 12:00:00,59,37,45%,CALM,0 mph,25.79 in,Haze
2017-01-19 13:00:00,68,25,20%,WNW,12 mph,25.72 in,Fair
2017-01-19 14:00:00,68,23,18%,WNW,12 mph,25.69 in,Fair
2017-01-19 15:00:00,68,23,18%,WNW,13 mph,25.67 in,Fair
2017-01-19 16:00:00,66,25,21%,WNW,9 mph,25.67 in,Fair
2017-01-19 17:00:00,64,25,22%,WNW,9 mph,25.67 in,Fair
2017-01-19 18:00:00,59,32,36%,WNW,3 mph,25.67 in,Fair
2017-01-19 19:00:00,57,34,41%,SE,3 mph,25.69 in,Fair
2017-01-19 20:00:00,50,34,54%,E,6 mph,25.69 in,Fair
2017-01-19 21:00:00,48,34,57%,E,5 mph,25.72 in,Fair
2017-01-19 22:00:00,46,32,57%,VAR,2 mph,25.72 in,Fair
2017-01-19 23:00:00,45,34,66%,E,10 mph,25.72 in,Fair
2017-01-21 00:00:00,43,34,70%,E,3 mph,25.72 in,Fair
2017-01-20 01:00:00,41,34,76%,E,3 mph,25.74 in,Fair
2017-01-20 02:00:00,39,34,81%,CALM,0 mph,25.74 in,Fair
2017-01-20 03:00:00,39,32,75%,CALM,0 mph,25.72 in,Fair
2017-01-20 04:00:00,37,32,81%,E,5 mph,25.72 in,Fair
2017-01-21 05:00:00,37,32,81%,CALM,0 mph,25.72 in,Fair
2017-01-20 07:00:00,36,32,87%,VAR,2 mph,25.72 in,Fair
2017-01-20 08:00:00,36,32,87%,E,3 mph,25.72 in,Fog
2017-01-20 09:00:00,39,34,81%,VAR,2 mph,25.74 in,Fog
2017-01-20 10:00:00,48,37,66%,CALM,0 mph,25.77 in,Haze
2017-01-20 11:00:00,54,36,51%,VAR,2 mph,25.77 in,Haze
2017-01-20 12:00:00,61,36,39%,VAR,2 mph,25.74 in,Haze
2017-01-20 13:00:00,70,25,18%,VAR,2 mph,25.67 in,Fair
2017-01-20 14:00:00,72,10,9%,WNW,9 mph,25.64 in,Fair
2017-01-20 15:00:00,70,14,12%,NNW,10 mph,25.62 in,Fair
2017-01-20 16:00:00,70,14,12%,NW,12 mph,25.62 in,Fair
2017-01-20 17:00:00,66,21,18%,NW,7 mph,25.62 in,Fair
2017-01-20 18:00:00,59,34,39%,VAR,2 mph,25.62 in,Fair
2017-01-20 19:00:00,57,34,41%,WSW,5 mph,25.64 in,Fair
2017-01-20 20:00:00,50,34,54%,E,3 mph,25.64 in,Fair
2017-01-20 21:00:00,50,32,50%,E,3 mph,25.67 in,Fair
2017-01-20 22:00:00,46,34,62%,VAR,2 mph,25.69 in,Fair
2017-01-20 23:00:00,45,34,66%,E,3 mph,25.69 in,Fair
2017-01-22 00:00:00,43,34,70%,CALM,0 mph,25.67 in,Fair
2017-01-21 01:00:00,0,0,0%,CALM,0 mph,25.67 in,Fair
2017-01-21 02:00:00,39,30,70%,SE,3 mph,25.67 in,Fair
2017-01-21 03:00:00,41,32,70%,ENE,3 mph,25.67 in,Fair
2017-01-21 04:00:00,37,32,81%,E,3 mph,25.67 in,Fair
2017-01-22 05:00:00,37,30,75%,E,5 mph,25.67 in,Fair
2017-01-21 07:00:00,36,30,81%,E,3 mph,25.69 in,Fair
2017-01-21 08:00:00,37,30,75%,E,3 mph,25.72 in,Fog
2017-01-21 09:00:00,41,34,76%,CALM,0 mph,25.74 in,Fog
2017-01-21 10:00:00,48,34,57%,CALM,0 mph,25.77 in,Haze
2017-01-21 11:00:00,54,34,47%,VAR,2 mph,25.77 in,Haze
2017-01-21 12:00:00,61,32,34%,S,3 mph,25.77 in,Haze
2017-01-21 13:00:00,0,0,0%,WNW,3 mph,25.69 in,Partly Cloudy
2017-01-21 14:00:00,0,0,0%,W,10 mph,25.67 in,Partly Cloudy
2017-01-21 15:00:00,0,0,0%,W,7 mph,25.67 in,Mostly Cloudy
2017-01-21 16:00:00,0,0,0%,WNW,7 mph,25.67 in,Mostly Cloudy
2017-01-21 17:00:00,0,0,0%,W,3 mph,25.67 in,Mostly Cloudy
2017-01-21 18:00:00,0,0,0%,W,3 mph,25.67 in,Mostly Cloudy
2017-01-21 19:00:00,0,0,0%,S,6 mph,25.69 in,Mostly Cloudy
2017-01-21 20:00:00,0,0,0%,E,6 mph,25.72 in,Mostly Cloudy
2017-01-21 21:00:00,50,39,66%,E,5 mph,25.72 in,Partly Cloudy
2017-01-21 22:00:00,50,39,66%,E,3 mph,25.74 in,Partly Cloudy
2017-01-21 23:00:00,46,39,76%,VAR,2 mph,25.74 in,Partly Cloudy
2017-01-23 00:00:00,46,39,76%,VAR,2 mph,25.74 in,Partly Cloudy
2017-01-22 01:00:00,43,39,87%,VAR,2 mph,25.72 in,Partly Cloudy
2017-01-22 02:00:00,43,39,87%,E,5 mph,25.72 in,Partly Cloudy
2017-01-22 04:00:00,41,37,87%,VAR,2 mph,25.72 in,Fog
2017-01-23 05:00:00,41,36,81%,E,3 mph,25.74 in,Fog
2017-01-22 07:00:00,39,36,87%,E,3 mph,25.74 in,Fog
2017-01-22 08:00:00,39,36,87%,CALM,0 mph,25.77 in,Fog
2017-01-22 09:00:00,41,37,87%,E,3 mph,25.79 in,Fog
2017-01-22 10:00:00,50,39,66%,CALM,0 mph,25.82 in,Fog
2017-01-22 11:00:00,55,39,54%,VAR,2 mph,25.82 in,Haze
2017-01-22 12:00:00,59,43,55%,VAR,2 mph,25.79 in,Haze
2017-01-22 13:00:00,68,37,33%,WSW,5 mph,25.72 in,Fair
2017-01-22 14:00:00,68,36,30%,WNW,8 mph,25.69 in,Fair
2017-01-22 15:00:00,66,36,32%,W,8 mph,25.67 in,Fair
2017-01-22 16:00:00,66,43,43%,W,8 mph,25.64 in,Fair
2017-01-22 17:00:00,63,43,48%,W,8 mph,25.64 in,Fair
2017-01-22 18:00:00,59,43,55%,W,3 mph,25.64 in,Fair
2017-01-22 19:00:00,57,43,59%,W,3 mph,25.67 in,Fair
2017-01-22 20:00:00,52,43,71%,E,5 mph,25.69 in,Fair
2017-01-22 21:00:00,50,43,76%,ESE,5 mph,25.69 in,Fair
2017-01-22 22:00:00,50,43,76%,VAR,2 mph,25.72 in,Fair
2017-01-22 23:00:00,48,43,82%,ESE,5 mph,25.72 in,Fair
2017-01-24 00:00:00,46,41,81%,VAR,2 mph,25.69 in,Fair
2017-01-23 01:00:00,45,41,87%,E,3 mph,25.69 in,Fair
2017-01-23 02:00:00,41,39,93%,E,5 mph,25.69 in,Fair
2017-01-23 03:00:00,41,39,93%,VAR,2 mph,25.69 in,Fair
2017-01-23 04:00:00,41,39,93%,ESE,5 mph,25.67 in,Fair
2017-01-24 05:00:00,39,37,93%,CALM,0 mph,25.69 in,Fog
2017-01-23 07:00:00,39,37,93%,E,3 mph,25.69 in,Fog
2017-01-23 08:00:00,41,39,93%,SSE,3 mph,25.72 in,Fog
2017-01-23 09:00:00,41,39,93%,ESE,3 mph,25.74 in,Fog
2017-01-23 10:00:00,48,41,76%,VAR,2 mph,25.74 in,Fog
2017-01-23 11:00:00,55,43,63%,CALM,0 mph,25.77 in,Haze
2017-01-23 12:00:00,61,43,52%,VAR,2 mph,25.74 in,Haze
2017-01-23 13:00:00,68,37,33%,NW,3 mph,25.64 in,Fair
2017-01-23 14:00:00,68,36,30%,W,3 mph,25.62 in,Fair
2017-01-23 15:00:00,70,41,35%,WNW,7 mph,25.62 in,Fair
2017-01-23 16:00:00,68,43,40%,W,9 mph,25.62 in,Fair
2017-01-23 17:00:00,64,45,49%,W,8 mph,25.62 in,Fair
2017-01-23 18:00:00,59,45,59%,WSW,7 mph,25.62 in,Fair
2017-01-23 19:00:00,57,46,67%,VAR,2 mph,25.64 in,Fair
2017-01-23 20:00:00,55,46,72%,SE,3 mph,25.67 in,Fair
2017-01-23 21:00:00,52,45,76%,ESE,3 mph,25.67 in,Fair
2017-01-23 22:00:00,48,43,82%,ESE,3 mph,25.67 in,Fair
2017-01-23 23:00:00,48,43,82%,SE,3 mph,25.69 in,Fog
2017-01-25 00:00:00,46,43,87%,E,3 mph,25.69 in,Fog
2017-01-24 01:00:00,46,43,87%,VAR,2 mph,25.69 in,Fog
2017-01-24 02:00:00,43,41,93%,CALM,0 mph,25.67 in,Fog
2017-01-24 03:00:00,43,41,93%,VAR,2 mph,25.67 in,Fog
2017-01-24 04:00:00,41,39,93%,VAR,2 mph,25.67 in,Fog
2017-01-25 05:00:00,41,39,93%,E,3 mph,25.69 in,Fog
2017-01-24 07:00:00,41,41,100%,VAR,2 mph,25.69 in,Fog
2017-01-24 08:00:00,41,39,93%,SSE,3 mph,25.72 in,Fog
2017-01-24 09:00:00,43,41,93%,E,3 mph,25.74 in,Fog
2017-01-24 10:00:00,50,45,82%,E,3 mph,25.77 in,Fog
2017-01-24 11:00:00,55,46,72%,S,2 mph,25.79 in,Fog
2017-01-24 12:00:00,61,45,55%,SSE,3 mph,25.79 in,Haze
2017-01-24 13:00:00,68,43,40%,SSW,3 mph,25.72 in,Fair
2017-01-24 14:00:00,68,41,37%,VAR,2 mph,25.69 in,Fair
2017-01-24 15:00:00,68,45,43%,W,6 mph,25.67 in,Fair
2017-01-24 16:00:00,66,45,46%,W,6 mph,25.67 in,Fair
2017-01-24 17:00:00,63,45,52%,W,6 mph,25.69 in,Fair
2017-01-24 18:00:00,59,43,55%,WSW,5 mph,25.69 in,Fair
2017-01-24 19:00:00,57,45,63%,SW,3 mph,25.72 in,Fair
2017-01-24 20:00:00,54,45,72%,E,5 mph,25.74 in,Haze
2017-01-24 21:00:00,54,45,72%,VAR,2 mph,25.77 in,Haze
2017-01-24 22:00:00,50,45,82%,E,5 mph,25.77 in,Haze
2017-01-24 23:00:00,50,45,82%,CALM,0 mph,25.77 in,Fair
2017-01-26 00:00:00,48,43,82%,CALM,0 mph,25.77 in,Fair
2017-01-25 01:00:00,46,45,93%,CALM,0 mph,25.77 in,Fair
2017-01-25 02:00:00,46,43,87%,CALM,0 mph,25.74 in,Fog
2017-01-25 03:00:00,45,41,87%,CALM,0 mph,25.74 in,Fog
2017-01-25 04:00:00,45,41,87%,CALM,0 mph,25.74 in,Fog
2017-01-26 05:00:00,43,41,93%,CALM,0 mph,25.77 in,Fog
2017-01-25 07:00:00,41,39,93%,ESE,3 mph,25.77 in,Fog
2017-01-25 08:00:00,43,41,93%,VAR,2 mph,25.79 in,Fog
2017-01-25 09:00:00,45,41,87%,ESE,3 mph,25.82 in,Fog
2017-01-25 10:00:00,50,45,82%,VAR,2 mph,25.84 in,Fog
2017-01-25 11:00:00,57,46,67%,SSE,3 mph,25.84 in,Haze
2017-01-25 12:00:00,63,45,52%,VAR,2 mph,25.84 in,Haze
2017-01-25 13:00:00,70,36,28%,NW,3 mph,25.77 in,Fair
2017-01-25 14:00:00,72,36,27%,WSW,5 mph,25.72 in,Fair
2017-01-25 15:00:00,72,37,29%,W,3 mph,25.69 in,Fair
2017-01-25 16:00:00,70,43,38%,W,8 mph,25.69 in,Fair
2017-01-25 17:00:00,66,43,43%,W,9 mph,25.72 in,Fair
2017-01-25 18:00:00,63,43,48%,W,7 mph,25.72 in,Fair
2017-01-25 19:00:00,61,41,48%,VAR,2 mph,25.74 in,Fair
2017-01-25 20:00:00,55,45,67%,E,5 mph,25.74 in,Fair
2017-01-25 21:00:00,54,45,72%,SE,3 mph,25.77 in,Fair
2017-01-25 22:00:00,52,43,71%,E,3 mph,25.79 in,Fair
2017-01-25 23:00:00,50,43,76%,ESE,5 mph,25.79 in,Fair
2017-01-27 00:00:00,50,43,76%,CALM,0 mph,25.77 in,Fog
2017-01-26 01:00:00,46,43,87%,VAR,2 mph,25.77 in,Fog
2017-01-26 02:00:00,46,43,87%,ESE,3 mph,25.74 in,Fog
2017-01-26 03:00:00,45,41,87%,VAR,2 mph,25.74 in,Fog
2017-01-26 04:00:00,43,41,93%,E,5 mph,25.74 in,Fog
2017-01-27 05:00:00,43,41,93%,CALM,0 mph,25.77 in,Fog
2017-01-26 07:00:00,43,41,93%,CALM,0 mph,25.77 in,Fog
2017-01-26 08:00:00,43,41,93%,VAR,2 mph,25.79 in,Fog
2017-01-26 09:00:00,45,41,87%,VAR,2 mph,25.79 in,Fog
2017-01-26 10:00:00,54,45,72%,CALM,0 mph,25.82 in,Fog
2017-01-26 11:00:00,57,45,63%,VAR,2 mph,25.82 in,Haze
2017-01-26 12:00:00,64,45,49%,SSE,3 mph,25.79 in,Haze
2017-01-26 13:00:00,72,41,33%,WSW,3 mph,25.72 in,Haze
2017-01-26 14:00:00,73,34,23%,NNW,5 mph,25.67 in,Fair
2017-01-26 15:00:00,75,37,25%,VAR,2 mph,25.64 in,Partly Cloudy
2017-01-26 16:00:00,72,41,33%,WSW,7 mph,25.64 in,Fair
2017-01-26 17:00:00,68,43,40%,WSW,7 mph,25.64 in,Fair
2017-01-26 18:00:00,64,45,49%,WSW,5 mph,25.64 in,Fair
2017-01-26 19:00:00,63,46,55%,WSW,7 mph,25.69 in,Fair
2017-01-26 20:00:00,61,46,59%,SW,6 mph,25.72 in,Fair
2017-01-26 21:00:00,59,46,63%,E,5 mph,25.74 in,Partly Cloudy
2017-01-26 22:00:00,55,46,72%,E,3 mph,25.74 in,Partly Cloudy
2017-01-26 23:00:00,54,46,77%,WSW,3 mph,25.74 in,Partly Cloudy
2017-01-28 00:00:00,54,46,77%,E,6 mph,25.72 in,Partly Cloudy
2017-01-27 01:00:00,0,0,0%,S,3 mph,0.00 in,Partly Cloudy
2017-01-27 03:00:00,50,46,87%,CALM,0 mph,25.67 in,Partly Cloudy
2017-01-27 04:00:00,50,46,87%,CALM,0 mph,25.64 in,Partly Cloudy
2017-01-28 05:00:00,50,46,87%,CALM,0 mph,25.64 in,Partly Cloudy
2017-01-27 07:00:00,52,45,76%,SE,3 mph,25.67 in,Fog
2017-01-27 08:00:00,52,45,76%,VAR,2 mph,25.67 in,Fog
2017-01-27 09:00:00,52,46,82%,CALM,0 mph,25.67 in,Fog
2017-01-27 10:00:00,54,46,77%,N,5 mph,25.72 in,Fog
2017-01-27 11:00:00,54,48,82%,S,6 mph,25.74 in,Light Rain
2017-01-27 12:00:00,54,48,82%,NW,5 mph,25.74 in,Light Rain
2017-01-27 13:00:00,52,48,88%,SSW,3 mph,25.77 in,Light Rain
2017-01-27 14:00:00,54,48,82%,ESE,5 mph,25.72 in,Mostly Cloudy
2017-01-27 15:00:00,55,48,77%,ESE,7 mph,25.67 in,Mostly Cloudy
2017-01-27 16:00:00,54,46,77%,ESE,9 mph,25.64 in,Mostly Cloudy
2017-01-27 17:00:00,52,46,82%,E,9 mph,25.64 in,Light Rain
2017-01-27 18:00:00,50,48,94%,E,7 mph,25.64 in,Rain
2017-01-27 19:00:00,50,48,94%,E,12 mph,25.64 in,Rain
2017-01-27 20:00:00,50,48,94%,ESE,9 mph,25.67 in,Light Rain
2017-01-27 21:00:00,50,48,94%,E,7 mph,25.67 in,Cloudy
2017-01-27 22:00:00,50,46,87%,SE,8 mph,25.69 in,Partly Cloudy
2017-01-27 23:00:00,48,46,93%,E,8 mph,25.67 in,Fair
2017-01-29 00:00:00,48,45,87%,VAR,2 mph,25.67 in,Fair
2017-01-28 01:00:00,48,45,87%,SSE,5 mph,25.67 in,Fair
2017-01-28 02:00:00,48,43,82%,WSW,5 mph,25.64 in,Fair
2017-01-28 03:00:00,45,41,87%,CALM,0 mph,25.62 in,Fair
2017-01-28 04:00:00,45,41,87%,CALM,0 mph,25.62 in,Fair
2017-01-29 05:00:00,43,41,93%,CALM,0 mph,25.62 in,Fair
2017-01-28 07:00:00,43,41,93%,VAR,2 mph,25.62 in,Fog
2017-01-28 08:00:00,43,41,93%,SE,3 mph,25.64 in,Fair
2017-01-28 09:00:00,45,43,93%,CALM,0 mph,25.64 in,Fog
2017-01-28 10:00:00,48,43,82%,CALM,0 mph,25.67 in,Fair
2017-01-28 11:00:00,54,45,72%,CALM,0 mph,25.67 in,Fair
2017-01-28 12:00:00,57,43,59%,CALM,0 mph,25.67 in,Fair
2017-01-28 13:00:00,63,34,34%,W,5 mph,25.62 in,Fair
2017-01-28 14:00:00,64,39,40%,SW,3 mph,25.59 in,Fair
2017-01-28 15:00:00,64,36,34%,WNW,7 mph,25.56 in,Fair
2017-01-28 16:00:00,63,37,39%,SSE,6 mph,25.56 in,Fair
2017-01-28 17:00:00,61,39,45%,W,6 mph,25.56 in,Fair
2017-01-28 18:00:00,55,36,47%,W,3 mph,25.56 in,Fair
2017-01-28 19:00:00,54,37,54%,VAR,2 mph,25.59 in,Fair
2017-01-28 20:00:00,52,37,58%,ESE,5 mph,25.59 in,Fair
2017-01-28 21:00:00,50,41,71%,VAR,2 mph,25.62 in,Fair
2017-01-28 22:00:00,46,41,81%,SSE,3 mph,25.62 in,Fair
2017-01-28 23:00:00,46,39,76%,CALM,0 mph,25.62 in,Fair
2017-01-30 00:00:00,45,39,81%,E,3 mph,25.62 in,Fair
2017-01-29 01:00:00,41,39,93%,ESE,3 mph,25.59 in,Fair
2017-01-29 02:00:00,41,39,93%,SE,3 mph,25.56 in,Fair
2017-01-29 03:00:00,41,37,87%,E,3 mph,25.56 in,Fair
2017-01-29 04:00:00,39,37,93%,E,5 mph,25.56 in,Fair
2017-01-29 07:00:00,39,37,93%,VAR,2 mph,25.62 in,Fog
2017-01-29 08:00:00,39,37,93%,VAR,2 mph,25.62 in,Fog
2017-01-29 09:00:00,43,39,87%,VAR,2 mph,25.64 in,Fog
2017-01-29 10:00:00,50,41,71%,CALM,0 mph,25.67 in,Fog
2017-01-29 11:00:00,54,41,62%,VAR,2 mph,25.67 in,Haze
2017-01-29 12:00:00,59,43,55%,SE,5 mph,25.67 in,Fair
2017-01-29 13:00:00,64,43,45%,WSW,6 mph,25.62 in,Fair
2017-01-29 14:00:00,64,45,49%,SSW,8 mph,25.59 in,Fair
2017-01-29 15:00:00,63,46,55%,SSW,14 mph,25.59 in,Fair
2017-01-29 16:00:00,61,46,59%,SW,12 mph,25.59 in,Fair
2017-01-29 17:00:00,59,46,63%,SW,12 mph,25.59 in,Fair
2017-01-29 18:00:00,55,46,72%,SSW,8 mph,25.59 in,Fair
2017-01-29 19:00:00,54,46,77%,SSW,7 mph,25.62 in,Fair
2017-01-29 20:00:00,54,46,77%,SSE,7 mph,25.62 in,Fair
2017-01-29 21:00:00,52,46,82%,ESE,3 mph,25.64 in,Fair
2017-01-29 22:00:00,50,46,87%,VAR,2 mph,25.64 in,Fair
2017-01-29 23:00:00,48,45,87%,VAR,2 mph,25.64 in,Fair
2017-01-31 00:00:00,46,45,93%,E,3 mph,25.62 in,Fair
2017-01-30 01:00:00,45,45,100%,E,3 mph,25.62 in,Fair
2017-01-30 02:00:00,45,43,93%,VAR,2 mph,25.59 in,Fair
2017-01-30 03:00:00,45,43,93%,CALM,0 mph,25.59 in,Fair
2017-01-30 04:00:00,43,43,100%,E,3 mph,25.59 in,Fair
2017-01-31 05:00:00,43,41,93%,VAR,2 mph,25.59 in,Fair
2017-01-30 07:00:00,43,41,93%,VAR,2 mph,25.59 in,Fog
2017-01-30 08:00:00,43,41,93%,ENE,3 mph,25.62 in,Fog
2017-01-30 09:00:00,43,43,100%,VAR,2 mph,25.64 in,Fog
2017-01-30 10:00:00,46,46,100%,VAR,2 mph,25.64 in,Fog
2017-01-30 11:00:00,55,46,72%,VAR,2 mph,25.64 in,Fog
2017-01-30 12:00:00,59,48,67%,SE,3 mph,25.64 in,Haze
2017-01-30 13:00:00,64,45,49%,S,5 mph,25.56 in,Fair
2017-01-30 14:00:00,64,45,49%,VAR,2 mph,25.54 in,Partly Cloudy
2017-01-30 15:00:00,64,45,49%,WNW,8 mph,25.51 in,Partly Cloudy
2017-01-30 16:00:00,63,45,52%,W,7 mph,25.51 in,Partly Cloudy
2017-01-30 17:00:00,59,46,63%,W,7 mph,25.51 in,Fair
2017-01-30 18:00:00,57,45,63%,SW,7 mph,25.54 in,Fair
2017-01-30 19:00:00,55,48,77%,WSW,6 mph,25.56 in,Fair
2017-01-30 20:00:00,54,46,77%,S,5 mph,25.59 in,Fair
2017-01-30 21:00:00,52,46,82%,ESE,5 mph,25.59 in,Fair
2017-01-30 22:00:00,50,46,87%,CALM,0 mph,25.59 in,Fog
2017-01-30 23:00:00,50,46,87%,VAR,2 mph,25.59 in,Fog
2017-02-01 00:00:00,48,46,93%,VAR,2 mph,25.59 in,Fair
2017-01-31 01:00:00,46,45,93%,VAR,2 mph,25.56 in,Fog
2017-01-31 02:00:00,46,45,93%,VAR,2 mph,25.56 in,Fog
2017-01-31 03:00:00,48,45,87%,VAR,2 mph,25.56 in,Fog
2017-01-31 04:00:00,48,46,93%,ESE,3 mph,25.54 in,Fog
2017-02-01 05:00:00,48,46,93%,CALM,0 mph,25.56 in,Fog
2017-01-31 07:00:00,48,46,93%,VAR,2 mph,25.56 in,Fog
2017-01-31 08:00:00,48,46,93%,VAR,2 mph,25.56 in,Fog
2017-01-31 09:00:00,48,46,93%,VAR,2 mph,25.59 in,Fog
2017-01-31 10:00:00,52,48,88%,E,3 mph,25.62 in,Fog
2017-01-31 11:00:00,57,48,72%,ESE,3 mph,25.64 in,Fog
2017-01-31 12:00:00,61,46,59%,SE,5 mph,25.62 in,Haze
2017-01-31 13:00:00,66,45,46%,SSE,6 mph,25.56 in,Fair
2017-01-31 14:00:00,68,45,43%,SW,6 mph,25.54 in,Fair
2017-01-31 15:00:00,66,45,46%,SW,9 mph,25.54 in,Fair
2017-01-31 16:00:00,63,45,52%,SW,14 mph,25.54 in,Fair
2017-01-31 17:00:00,61,45,55%,SW,13 mph,25.54 in,Fair
2017-01-31 18:00:00,57,43,59%,SW,10 mph,25.56 in,Fair
2017-01-31 19:00:00,57,45,63%,SW,10 mph,25.56 in,Partly Cloudy
2017-01-31 20:00:00,57,46,67%,CALM,0 mph,25.59 in,Mostly Cloudy
2017-01-31 21:00:00,54,46,77%,S,6 mph,25.59 in,Fair
2017-01-31 22:00:00,54,46,77%,CALM,0 mph,25.62 in,Fair
2017-01-31 23:00:00,52,46,82%,CALM,0 mph,25.62 in,Mostly Cloudy
2017-02-02 00:00:00,52,46,82%,E,3 mph,25.59 in,Fair
2017-02-01 01:00:00,50,46,87%,CALM,0 mph,25.59 in,Partly Cloudy
2017-02-01 04:00:00,48,45,87%,CALM,0 mph,25.54 in,Partly Cloudy
2017-02-02 05:00:00,48,46,93%,CALM,0 mph,25.56 in,Fog
2017-02-01 07:00:00,46,46,100%,CALM,0 mph,25.56 in,Fog
2017-02-01 08:00:00,46,45,93%,VAR,2 mph,25.59 in,Fog
2017-02-01 09:00:00,48,46,93%,VAR,2 mph,25.62 in,Fog
2017-02-01 10:00:00,52,46,82%,S,3 mph,25.64 in,Fog
2017-02-01 11:00:00,57,48,72%,VAR,2 mph,25.64 in,Haze
2017-02-01 12:00:00,61,48,63%,SE,3 mph,25.64 in,Haze
2017-02-01 13:00:00,64,39,40%,WNW,6 mph,25.59 in,Fair
2017-02-01 14:00:00,66,45,46%,W,8 mph,25.59 in,Partly Cloudy
2017-02-01 15:00:00,64,46,52%,SW,9 mph,25.59 in,Partly Cloudy
2017-02-01 16:00:00,63,48,59%,SW,9 mph,25.59 in,Partly Cloudy
